id,z,x,code,key,pos
946,10,18,11,center_pane,1018
947,11,18,11,center_pane,1118
948,12,18,1,wall,1218
949,13,18,1,wall,1318
950,14,18,1,wall,1418
951,15,18,11,center_pane,1518
952,16,18,11,center_pane,1618
953,17,18,11,center_pane,1718
954,18,18,11,center_pane,1818
955,19,18,11,center_pane,1918
956,20,18,11,center_pane,2018
957,21,18,11,center_pane,2118
958,22,18,11,center_pane,2218
959,23,18,11,center_pane,2318
960,24,18,11,center_pane,2418
961,25,18,11,center_pane,2518
962,26,18,11,center_pane,2618
963,27,18,11,center_pane,2718
964,28,18,11,center_pane,2818
965,29,18,11,center_pane,2918
966,30,18,11,center_pane,3018
967,31,18,11,center_pane,3118
968,32,18,11,center_pane,3218
969,33,18,11,center_pane,3318
970,34,18,11,center_pane,3418
971,35,18,11,center_pane,3518
972,36,18,1,wall,3618
973,37,18,11,center_pane,3718
974,38,18,11,center_pane,3818
975,39,18,11,center_pane,3918
976,40,18,11,center_pane,4018
977,41,18,1,wall,4118
978,42,18,1,wall,4218
979,43,18,11,center_pane,4318
980,44,18,11,center_pane,4418
981,45,18,11,center_pane,4518
982,46,18,11,center_pane,4618
983,47,18,11,center_pane,4718
984,48,18,11,center_pane,4818
985,49,18,11,center_pane,4918
986,50,18,1,wall,5018
987,51,18,1,wall,5118
988,0,19,1,wall,019
989,1,19,1,wall,119
990,2,19,11,center_pane,219
991,3,19,11,center_pane,319
992,4,19,11,center_pane,419
993,5,19,11,center_pane,519
994,6,19,11,center_pane,619
995,7,19,11,center_pane,719
996,8,19,11,center_pane,819
997,9,19,11,center_pane,919
998,10,19,11,center_pane,1019
999,11,19,11,center_pane,1119
1000,12,19,11,center_pane,1219
1001,13,19,11,center_pane,1319
1002,14,19,1,wall,1419
1003,15,19,11,center_pane,1519
1004,16,19,11,center_pane,1619
1005,17,19,11,center_pane,1719
1006,18,19,11,center_pane,1819
1007,19,19,11,center_pane,1919
1008,20,19,11,center_pane,2019
1009,21,19,11,center_pane,2119
1010,22,19,11,center_pane,2219
1011,23,19,11,center_pane,2319
1012,24,19,11,center_pane,2419
1013,25,19,11,center_pane,2519
1014,26,19,11,center_pane,2619
1015,27,19,11,center_pane,2719
1016,28,19,11,center_pane,2819
1017,29,19,11,center_pane,2919
1018,30,19,11,center_pane,3019
1019,31,19,11,center_pane,3119
1020,32,19,11,center_pane,3219
1021,33,19,11,center_pane,3319
1022,34,19,11,center_pane,3419
1023,35,19,11,center_pane,3519
1024,36,19,1,wall,3619
1025,37,19,11,center_pane,3719
1026,38,19,11,center_pane,3819
1027,39,19,11,center_pane,3919
1028,40,19,11,center_pane,4019
1029,41,19,1,wall,4119
1030,42,19,5,red,4219
1031,43,19,11,center_pane,4319
1032,44,19,11,center_pane,4419
1033,45,19,11,center_pane,4519
1034,46,19,9,rubble,4619
1035,47,19,11,center_pane,4719
1036,48,19,11,center_pane,4819
1037,49,19,11,center_pane,4919
1038,50,19,1,wall,5019
1039,51,19,1,wall,5119
1040,0,20,1,wall,020
1041,1,20,1,wall,120
1042,2,20,11,center_pane,220
1043,3,20,11,center_pane,320
1044,4,20,11,center_pane,420
1045,5,20,11,center_pane,520
1046,6,20,11,center_pane,620
1047,7,20,11,center_pane,720
1048,8,20,11,center_pane,820
1049,9,20,11,center_pane,920
1050,10,20,11,center_pane,1020
1051,11,20,11,center_pane,1120
1052,12,20,11,center_pane,1220
1053,13,20,11,center_pane,1320
1054,14,20,1,wall,1420
1055,15,20,11,center_pane,1520
1056,16,20,11,center_pane,1620
1057,17,20,1,wall,1720
1058,18,20,11,center_pane,1820
1059,19,20,11,center_pane,1920
1060,20,20,11,center_pane,2020
1061,21,20,1,wall,2120
1062,22,20,11,center_pane,2220
1063,23,20,11,center_pane,2320
1064,24,20,5,red,2420
1065,25,20,1,wall,2520
1066,26,20,11,center_pane,2620
1067,27,20,11,center_pane,2720
1068,28,20,11,center_pane,2820
1069,29,20,1,wall,2920
1070,30,20,11,center_pane,3020
1071,31,20,11,center_pane,3120
1072,32,20,11,center_pane,3220
1073,33,20,1,wall,3320
1074,34,20,11,center_pane,3420
1075,35,20,11,center_pane,3520
1076,36,20,1,wall,3620
1077,37,20,11,center_pane,3720
1078,38,20,11,center_pane,3820
1079,39,20,11,center_pane,3920
1080,40,20,11,center_pane,4020
1081,41,20,1,wall,4120
1082,42,20,11,center_pane,4220
1083,43,20,11,center_pane,4320
1084,44,20,11,center_pane,4420
1085,45,20,9,rubble,4520
1086,46,20,6,yellow,4620
1087,47,20,9,rubble,4720
1088,48,20,11,center_pane,4820
1089,49,20,11,center_pane,4920
1090,50,20,1,wall,5020
1091,51,20,1,wall,5120
1092,0,21,1,wall,021
1093,1,21,1,wall,121
1094,2,21,11,center_pane,221
1095,3,21,11,center_pane,321
1096,4,21,11,center_pane,421
1097,5,21,11,center_pane,521
1098,6,21,11,center_pane,621
1099,7,21,11,center_pane,721
1100,8,21,11,center_pane,821
1101,9,21,11,center_pane,921
1102,10,21,11,center_pane,1021
1103,11,21,11,center_pane,1121
1104,12,21,11,center_pane,1221
1105,13,21,11,center_pane,1321
1106,14,21,1,wall,1421
1107,15,21,11,center_pane,1521
1108,16,21,11,center_pane,1621
1109,17,21,1,wall,1721
1110,18,21,11,center_pane,1821
1111,19,21,11,center_pane,1921
1112,20,21,11,center_pane,2021
1113,21,21,1,wall,2121
1114,22,21,11,center_pane,2221
1115,23,21,11,center_pane,2321
1116,24,21,11,center_pane,2421
1117,25,21,1,wall,2521
1118,26,21,11,center_pane,2621
1119,27,21,11,center_pane,2721
1120,28,21,11,center_pane,2821
1121,29,21,1,wall,2921
1122,30,21,11,center_pane,3021
1123,31,21,11,center_pane,3121
1124,32,21,11,center_pane,3221
1125,33,21,1,wall,3321
1126,34,21,11,center_pane,3421
1127,35,21,11,center_pane,3521
1128,36,21,1,wall,3621
1129,37,21,11,center_pane,3721
1130,38,21,11,center_pane,3821
1131,39,21,11,center_pane,3921
1132,40,21,11,center_pane,4021
1133,41,21,1,wall,4121
1134,42,21,11,center_pane,4221
1135,43,21,11,center_pane,4321
1136,44,21,11,center_pane,4421
1137,45,21,11,center_pane,4521
1138,46,21,9,rubble,4621
1139,47,21,11,center_pane,4721
1140,48,21,11,center_pane,4821
1141,49,21,11,center_pane,4921
1142,50,21,1,wall,5021
1143,51,21,1,wall,5121
1144,0,22,1,wall,022
1145,1,22,1,wall,122
1146,2,22,11,center_pane,222
1147,3,22,11,center_pane,322
1148,4,22,11,center_pane,422
1149,5,22,11,center_pane,522
1150,6,22,11,center_pane,622
1151,7,22,11,center_pane,722
1152,8,22,11,center_pane,822
1153,9,22,11,center_pane,922
1154,10,22,11,center_pane,1022
1155,11,22,11,center_pane,1122
1156,12,22,11,center_pane,1222
1157,13,22,11,center_pane,1322
1158,14,22,1,wall,1422
1159,15,22,11,center_pane,1522
1160,16,22,11,center_pane,1622
1161,17,22,1,wall,1722
1162,18,22,1,wall,1822
1163,19,22,1,wall,1922
1164,20,22,1,wall,2022
1165,21,22,1,wall,2122
1166,22,22,1,wall,2222
1167,23,22,1,wall,2322
1168,24,22,1,wall,2422
1169,25,22,1,wall,2522
1170,26,22,1,wall,2622
1171,27,22,1,wall,2722
1172,28,22,1,wall,2822
1173,29,22,1,wall,2922
1174,30,22,1,wall,3022
1175,31,22,1,wall,3122
1176,32,22,1,wall,3222
1177,33,22,1,wall,3322
1178,34,22,11,center_pane,3422
1179,35,22,11,center_pane,3522
1180,36,22,1,wall,3622
1181,37,22,11,center_pane,3722
1182,38,22,11,center_pane,3822
1183,39,22,11,center_pane,3922
1184,40,22,11,center_pane,4022
1185,41,22,1,wall,4122
1186,42,22,1,wall,4222
1187,43,22,1,wall,4322
1188,44,22,1,wall,4422
1189,45,22,1,wall,4522
1190,46,22,1,wall,4622
1191,47,22,1,wall,4722
1192,48,22,1,wall,4822
1193,49,22,1,wall,4922
1194,50,22,1,wall,5022
1195,51,22,1,wall,5122
1196,0,23,1,wall,023
1197,1,23,1,wall,123
1198,2,23,11,center_pane,223
1199,3,23,11,center_pane,323
1200,4,23,11,center_pane,423
1201,5,23,11,center_pane,523
1202,6,23,11,center_pane,623
1203,7,23,11,center_pane,723
1204,8,23,11,center_pane,823
1205,9,23,11,center_pane,923
1206,10,23,11,center_pane,1023
1207,11,23,11,center_pane,1123
1208,12,23,11,center_pane,1223
1209,13,23,11,center_pane,1323
1210,14,23,1,wall,1423
1211,15,23,11,center_pane,1523
1212,16,23,11,center_pane,1623
1213,17,23,1,wall,1723
1214,18,23,11,center_pane,1823
1215,19,23,5,red,1923
1216,20,23,11,center_pane,2023
1217,21,23,1,wall,2123
1218,22,23,11,center_pane,2223
1219,23,23,11,center_pane,2323
1220,24,23,11,center_pane,2423
1221,25,23,1,wall,2523
1222,26,23,11,center_pane,2623
1223,27,23,11,center_pane,2723
1224,28,23,11,center_pane,2823
1225,29,23,1,wall,2923
1226,30,23,3,green,3023
1227,31,23,11,center_pane,3123
1228,32,23,3,green,3223
1229,33,23,1,wall,3323
1230,34,23,11,center_pane,3423
1231,35,23,11,center_pane,3523
1232,36,23,1,wall,3623
1233,37,23,11,center_pane,3723
1234,38,23,11,center_pane,3823
1235,39,23,11,center_pane,3923
1236,40,23,11,center_pane,4023
1237,41,23,2,door,4123
1238,42,23,11,center_pane,4223
1239,43,23,11,center_pane,4323
1240,44,23,11,center_pane,4423
1241,45,23,11,center_pane,4523
1242,46,23,11,center_pane,4623
1243,47,23,11,center_pane,4723
1244,48,23,11,center_pane,4823
1245,49,23,11,center_pane,4923
1246,50,23,1,wall,5023
1247,51,23,1,wall,5123
1248,0,24,1,wall,024
1249,1,24,1,wall,124
1250,2,24,1,wall,224
1251,3,24,1,wall,324
1252,4,24,1,wall,424
1253,5,24,1,wall,524
1254,6,24,1,wall,624
1255,7,24,1,wall,724
1256,8,24,1,wall,824
1257,9,24,1,wall,924
1258,10,24,11,center_pane,1024
1259,11,24,11,center_pane,1124
1260,12,24,11,center_pane,1224
1261,13,24,11,center_pane,1324
1262,14,24,1,wall,1424
1263,15,24,11,center_pane,1524
1264,16,24,11,center_pane,1624
1265,17,24,1,wall,1724
1266,18,24,11,center_pane,1824
1267,19,24,11,center_pane,1924
1268,20,24,11,center_pane,2024
1269,21,24,1,wall,2124
1270,22,24,11,center_pane,2224
1271,23,24,11,center_pane,2324
1272,24,24,11,center_pane,2424
1273,25,24,1,wall,2524
1274,26,24,11,center_pane,2624
1275,27,24,11,center_pane,2724
1276,28,24,11,center_pane,2824
1277,29,24,1,wall,2924
1278,30,24,11,center_pane,3024
1279,31,24,11,center_pane,3124
1280,32,24,11,center_pane,3224
1281,33,24,1,wall,3324
1282,34,24,11,center_pane,3424
1283,35,24,11,center_pane,3524
1284,36,24,1,wall,3624
1285,37,24,11,center_pane,3724
1286,38,24,11,center_pane,3824
1287,39,24,11,center_pane,3924
1288,40,24,11,center_pane,4024
1289,41,24,1,wall,4124
1290,42,24,11,center_pane,4224
1291,43,24,11,center_pane,4324
1292,44,24,11,center_pane,4424
1293,45,24,11,center_pane,4524
1294,46,24,11,center_pane,4624
1295,47,24,11,center_pane,4724
1296,48,24,11,center_pane,4824
1297,49,24,11,center_pane,4924
1298,50,24,1,wall,5024
1299,51,24,1,wall,5124
1300,0,25,1,wall,025
1301,1,25,1,wall,125
1302,2,25,3,green,225
1303,3,25,11,center_pane,325
1304,4,25,11,center_pane,425
1305,5,25,11,center_pane,525
1306,6,25,11,center_pane,625
1307,7,25,11,center_pane,725
1308,8,25,11,center_pane,825
1309,9,25,1,wall,925
1310,10,25,11,center_pane,1025
1311,11,25,11,center_pane,1125
1312,12,25,11,center_pane,1225
1313,13,25,11,center_pane,1325
1314,14,25,1,wall,1425
1315,15,25,11,center_pane,1525
1316,16,25,11,center_pane,1625
1317,17,25,11,center_pane,1725
1318,18,25,11,center_pane,1825
1319,19,25,11,center_pane,1925
1320,20,25,11,center_pane,2025
1321,21,25,11,center_pane,2125
1322,22,25,11,center_pane,2225
1323,23,25,11,center_pane,2325
1324,24,25,11,center_pane,2425
1325,25,25,11,center_pane,2525
1326,26,25,11,center_pane,2625
1327,27,25,11,center_pane,2725
1328,28,25,11,center_pane,2825
1329,29,25,11,center_pane,2925
1330,30,25,11,center_pane,3025
1331,31,25,11,center_pane,3125
1332,32,25,11,center_pane,3225
1333,33,25,11,center_pane,3325
1334,34,25,11,center_pane,3425
1335,35,25,11,center_pane,3525
1336,36,25,1,wall,3625
1337,37,25,11,center_pane,3725
1338,38,25,11,center_pane,3825
1339,39,25,11,center_pane,3925
1340,40,25,11,center_pane,4025
1341,41,25,1,wall,4125
1342,42,25,1,wall,4225
1343,43,25,1,wall,4325
1344,44,25,1,wall,4425
1345,45,25,1,wall,4525
1346,46,25,1,wall,4625
1347,47,25,11,center_pane,4725
1348,48,25,11,center_pane,4825
1349,49,25,11,center_pane,4925
1350,50,25,1,wall,5025
1351,51,25,1,wall,5125
1352,0,26,1,wall,026
1353,1,26,1,wall,126
1354,2,26,11,center_pane,226
1355,3,26,11,center_pane,326
1356,4,26,11,center_pane,426
1357,5,26,11,center_pane,526
1358,6,26,11,center_pane,626
1359,7,26,11,center_pane,726
1360,8,26,11,center_pane,826
1361,9,26,2,door,926
1362,10,26,11,center_pane,1026
1363,11,26,11,center_pane,1126
1364,12,26,11,center_pane,1226
1365,13,26,11,center_pane,1326
1366,14,26,2,door,1426
1367,15,26,11,center_pane,1526
1368,16,26,11,center_pane,1626
1369,17,26,11,center_pane,1726
1370,18,26,11,center_pane,1826
1371,19,26,11,center_pane,1926
1372,20,26,11,center_pane,2026
1373,21,26,11,center_pane,2126
1374,22,26,11,center_pane,2226
1375,23,26,11,center_pane,2326
1376,24,26,11,center_pane,2426
1377,25,26,11,center_pane,2526
1378,26,26,11,center_pane,2626
1379,27,26,11,center_pane,2726
1380,28,26,11,center_pane,2826
1381,29,26,11,center_pane,2926
1382,30,26,11,center_pane,3026
1383,31,26,11,center_pane,3126
1384,32,26,11,center_pane,3226
1385,33,26,11,center_pane,3326
1386,34,26,11,center_pane,3426
1387,35,26,11,center_pane,3526
1388,36,26,2,door,3626
1389,37,26,11,center_pane,3726
1390,38,26,11,center_pane,3826
1391,39,26,11,center_pane,3926
1392,40,26,11,center_pane,4026
1393,41,26,1,wall,4126
1394,42,26,1,wall,4226
1395,43,26,1,wall,4326
1396,44,26,11,center_pane,4426
1397,45,26,11,center_pane,4526
1398,46,26,11,center_pane,4626
1399,47,26,11,center_pane,4726
1400,48,26,11,center_pane,4826
1401,49,26,11,center_pane,4926
1402,50,26,1,wall,5026
1403,51,26,1,wall,5126
1404,0,27,1,wall,027
1405,1,27,1,wall,127
1406,2,27,11,center_pane,227
1407,3,27,5,red,327
1408,4,27,11,center_pane,427
1409,5,27,11,center_pane,527
1410,6,27,11,center_pane,627
1411,7,27,11,center_pane,727
1412,8,27,11,center_pane,827
1413,9,27,1,wall,927
1414,10,27,11,center_pane,1027
1415,11,27,11,center_pane,1127
1416,12,27,11,center_pane,1227
1417,13,27,11,center_pane,1327
1418,14,27,1,wall,1427
1419,15,27,11,center_pane,1527
1420,16,27,11,center_pane,1627
1421,17,27,11,center_pane,1727
1422,18,27,11,center_pane,1827
1423,19,27,11,center_pane,1927
1424,20,27,11,center_pane,2027
1425,21,27,11,center_pane,2127
1426,22,27,11,center_pane,2227
1427,23,27,11,center_pane,2327
1428,24,27,11,center_pane,2427
1429,25,27,11,center_pane,2527
1430,26,27,11,center_pane,2627
1431,27,27,11,center_pane,2727
1432,28,27,11,center_pane,2827
1433,29,27,11,center_pane,2927
1434,30,27,11,center_pane,3027
1435,31,27,11,center_pane,3127
1436,32,27,11,center_pane,3227
1437,33,27,11,center_pane,3327
1438,34,27,11,center_pane,3427
1439,35,27,11,center_pane,3527
1440,36,27,1,wall,3627
1441,37,27,11,center_pane,3727
1442,38,27,11,center_pane,3827
1443,39,27,11,center_pane,3927
1444,40,27,11,center_pane,4027
1445,41,27,1,wall,4127
1446,42,27,1,wall,4227
1447,43,27,11,center_pane,4327
1448,44,27,11,center_pane,4427
1449,45,27,3,green,4527
1450,46,27,11,center_pane,4627
1451,47,27,9,rubble,4727
1452,48,27,11,center_pane,4827
1453,49,27,11,center_pane,4927
1454,50,27,1,wall,5027
1455,51,27,1,wall,5127
1456,0,28,1,wall,028
1457,1,28,1,wall,128
1458,2,28,1,wall,228
1459,3,28,1,wall,328
1460,4,28,1,wall,428
1461,5,28,1,wall,528
1462,6,28,1,wall,628
1463,7,28,1,wall,728
1464,8,28,1,wall,828
1465,9,28,1,wall,928
1466,10,28,11,center_pane,1028
1467,11,28,11,center_pane,1128
1468,12,28,11,center_pane,1228
1469,13,28,11,center_pane,1328
1470,14,28,1,wall,1428
1471,15,28,11,center_pane,1528
1472,16,28,11,center_pane,1628
1473,17,28,1,wall,1728
1474,18,28,11,center_pane,1828
1475,19,28,5,red,1928
1476,20,28,11,center_pane,2028
1477,21,28,1,wall,2128
1478,22,28,11,center_pane,2228
1479,23,28,11,center_pane,2328
1480,24,28,11,center_pane,2428
1481,25,28,1,wall,2528
1482,26,28,9,rubble,2628
1483,27,28,11,center_pane,2728
1484,28,28,11,center_pane,2828
1485,29,28,1,wall,2928
1486,30,28,11,center_pane,3028
1487,31,28,11,center_pane,3128
1488,32,28,11,center_pane,3228
1489,33,28,1,wall,3328
1490,34,28,11,center_pane,3428
1491,35,28,11,center_pane,3528
1492,36,28,1,wall,3628
1493,37,28,11,center_pane,3728
1494,38,28,11,center_pane,3828
1495,39,28,11,center_pane,3928
1496,40,28,11,center_pane,4028
1497,41,28,1,wall,4128
1498,42,28,11,center_pane,4228
1499,43,28,11,center_pane,4328
1500,44,28,11,center_pane,4428
1501,45,28,11,center_pane,4528
1502,46,28,9,rubble,4628
1503,47,28,6,yellow,4728
1504,48,28,9,rubble,4828
1505,49,28,11,center_pane,4928
1506,50,28,1,wall,5028
1507,51,28,1,wall,5128
1508,0,29,1,wall,029
1509,1,29,1,wall,129
1510,2,29,11,center_pane,229
1511,3,29,11,center_pane,329
1512,4,29,11,center_pane,429
1513,5,29,5,red,529
1514,6,29,11,center_pane,629
1515,7,29,11,center_pane,729
1516,8,29,11,center_pane,829
1517,9,29,1,wall,929
1518,10,29,11,center_pane,1029
1519,11,29,11,center_pane,1129
1520,12,29,11,center_pane,1229
1521,13,29,11,center_pane,1329
1522,14,29,1,wall,1429
1523,15,29,11,center_pane,1529
1524,16,29,11,center_pane,1629
1525,17,29,1,wall,1729
1526,18,29,11,center_pane,1829
1527,19,29,11,center_pane,1929
1528,20,29,11,center_pane,2029
1529,21,29,1,wall,2129
1530,22,29,11,center_pane,2229
1531,23,29,11,center_pane,2329
1532,24,29,11,center_pane,2429
1533,25,29,1,wall,2529
1534,26,29,6,yellow,2629
1535,27,29,9,rubble,2729
1536,28,29,11,center_pane,2829
1537,29,29,1,wall,2929
1538,30,29,11,center_pane,3029
1539,31,29,11,center_pane,3129
1540,32,29,11,center_pane,3229
1541,33,29,1,wall,3329
1542,34,29,11,center_pane,3429
1543,35,29,11,center_pane,3529
1544,36,29,1,wall,3629
1545,37,29,11,center_pane,3729
1546,38,29,11,center_pane,3829
1547,39,29,11,center_pane,3929
1548,40,29,11,center_pane,4029
1549,41,29,1,wall,4129
1550,42,29,11,center_pane,4229
1551,43,29,11,center_pane,4329
1552,44,29,11,center_pane,4429
1553,45,29,11,center_pane,4529
1554,46,29,11,center_pane,4629
1555,47,29,9,rubble,4729
1556,48,29,11,center_pane,4829
1557,49,29,11,center_pane,4929
1558,50,29,1,wall,5029
1559,51,29,1,wall,5129
1560,0,30,1,wall,030
1561,1,30,1,wall,130
1562,2,30,11,center_pane,230
1563,3,30,11,center_pane,330
1564,4,30,11,center_pane,430
1565,5,30,11,center_pane,530
1566,6,30,11,center_pane,630
1567,7,30,11,center_pane,730
1568,8,30,11,center_pane,830
1569,9,30,1,wall,930
1570,10,30,11,center_pane,1030
1571,11,30,11,center_pane,1130
1572,12,30,11,center_pane,1230
1573,13,30,11,center_pane,1330
1574,14,30,1,wall,1430
1575,15,30,11,center_pane,1530
1576,16,30,11,center_pane,1630
1577,17,30,1,wall,1730
1578,18,30,1,wall,1830
1579,19,30,1,wall,1930
1580,20,30,1,wall,2030
1581,21,30,1,wall,2130
1582,22,30,1,wall,2230
1583,23,30,1,wall,2330
1584,24,30,1,wall,2430
1585,25,30,1,wall,2530
1586,26,30,1,wall,2630
1587,27,30,1,wall,2730
1588,28,30,1,wall,2830
1589,29,30,1,wall,2930
1590,30,30,1,wall,3030
1591,31,30,1,wall,3130
1592,32,30,1,wall,3230
1593,33,30,1,wall,3330
1594,34,30,11,center_pane,3430
1595,35,30,11,center_pane,3530
1596,36,30,1,wall,3630
1597,37,30,11,center_pane,3730
1598,38,30,11,center_pane,3830
1599,39,30,11,center_pane,3930
1600,40,30,11,center_pane,4030
1601,41,30,1,wall,4130
1602,42,30,11,center_pane,4230
1603,43,30,11,center_pane,4330
1604,44,30,11,center_pane,4430
1605,45,30,11,center_pane,4530
1606,46,30,11,center_pane,4630
1607,47,30,11,center_pane,4730
1608,48,30,11,center_pane,4830
1609,49,30,11,center_pane,4930
1610,50,30,1,wall,5030
1611,51,30,1,wall,5130
1612,0,31,1,wall,031
1613,1,31,1,wall,131
1614,2,31,11,center_pane,231
1615,3,31,11,center_pane,331
1616,4,31,11,center_pane,431
1617,5,31,11,center_pane,531
1618,6,31,11,center_pane,631
1619,7,31,11,center_pane,731
1620,8,31,11,center_pane,831
1621,9,31,2,door,931
1622,10,31,11,center_pane,1031
1623,11,31,11,center_pane,1131
1624,12,31,11,center_pane,1231
1625,13,31,11,center_pane,1331
1626,14,31,1,wall,1431
1627,15,31,11,center_pane,1531
1628,16,31,11,center_pane,1631
1629,17,31,1,wall,1731
1630,18,31,11,center_pane,1831
1631,19,31,11,center_pane,1931
1632,20,31,11,center_pane,2031
1633,21,31,1,wall,2131
1634,22,31,11,center_pane,2231
1635,23,31,11,center_pane,2331
1636,24,31,11,center_pane,2431
1637,25,31,1,wall,2531
1638,26,31,9,rubble,2631
1639,27,31,11,center_pane,2731
1640,28,31,11,center_pane,2831
1641,29,31,1,wall,2931
1642,30,31,11,center_pane,3031
1643,31,31,11,center_pane,3131
1644,32,31,5,red,3231
1645,33,31,1,wall,3331
1646,34,31,11,center_pane,3431
1647,35,31,11,center_pane,3531
1648,36,31,1,wall,3631
1649,37,31,11,center_pane,3731
1650,38,31,11,center_pane,3831
1651,39,31,11,center_pane,3931
1652,40,31,11,center_pane,4031
1653,41,31,1,wall,4131
1654,42,31,1,wall,4231
1655,43,31,1,wall,4331
1656,44,31,1,wall,4431
1657,45,31,1,wall,4531
1658,46,31,1,wall,4631
1659,47,31,1,wall,4731
1660,48,31,1,wall,4831
1661,49,31,1,wall,4931
1662,50,31,1,wall,5031
1663,51,31,1,wall,5131
1664,0,32,1,wall,032
1665,1,32,1,wall,132
1666,2,32,11,center_pane,232
1667,3,32,11,center_pane,332
1668,4,32,11,center_pane,432
1669,5,32,11,center_pane,532
1670,6,32,11,center_pane,632
1671,7,32,11,center_pane,732
1672,8,32,11,center_pane,832
1673,9,32,2,door,932
1674,10,32,11,center_pane,1032
1675,11,32,11,center_pane,1132
1676,12,32,11,center_pane,1232
1677,13,32,11,center_pane,1332
1678,14,32,1,wall,1432
1679,15,32,11,center_pane,1532
1680,16,32,11,center_pane,1632
1681,17,32,1,wall,1732
1682,18,32,3,green,1832
1683,19,32,11,center_pane,1932
1684,20,32,11,center_pane,2032
1685,21,32,1,wall,2132
1686,22,32,11,center_pane,2232
1687,23,32,11,center_pane,2332
1688,24,32,11,center_pane,2432
1689,25,32,1,wall,2532
1690,26,32,6,yellow,2632
1691,27,32,9,rubble,2732
1692,28,32,11,center_pane,2832
1693,29,32,1,wall,2932
1694,30,32,11,center_pane,3032
1695,31,32,3,green,3132
1696,32,32,11,center_pane,3232
1697,33,32,1,wall,3332
1698,34,32,11,center_pane,3432
1699,35,32,11,center_pane,3532
1700,36,32,1,wall,3632
1701,37,32,11,center_pane,3732
1702,38,32,11,center_pane,3832
1703,39,32,11,center_pane,3932
1704,40,32,11,center_pane,4032
1705,41,32,2,door,4132
1706,42,32,11,center_pane,4232
1707,43,32,11,center_pane,4332
1708,44,32,11,center_pane,4432
1709,45,32,11,center_pane,4532
1710,46,32,11,center_pane,4632
1711,47,32,11,center_pane,4732
1712,48,32,11,center_pane,4832
1713,49,32,11,center_pane,4932
1714,50,32,1,wall,5032
1715,51,32,1,wall,5132
1716,0,33,1,wall,033
1717,1,33,1,wall,133
1718,2,33,9,rubble,233
1719,3,33,11,center_pane,333
1720,4,33,11,center_pane,433
1721,5,33,11,center_pane,533
1722,6,33,11,center_pane,633
1723,7,33,11,center_pane,733
1724,8,33,11,center_pane,833
1725,9,33,2,door,933
1726,10,33,11,center_pane,1033
1727,11,33,11,center_pane,1133
1728,12,33,11,center_pane,1233
1729,13,33,11,center_pane,1333
1730,14,33,1,wall,1433
1731,15,33,11,center_pane,1533
1732,16,33,11,center_pane,1633
1733,17,33,11,center_pane,1733
1734,18,33,11,center_pane,1833
1735,19,33,11,center_pane,1933
1736,20,33,11,center_pane,2033
1737,21,33,11,center_pane,2133
1738,22,33,11,center_pane,2233
1739,23,33,11,center_pane,2333
1740,24,33,11,center_pane,2433
1741,25,33,11,center_pane,2533
1742,26,33,9,rubble,2633
1743,27,33,11,center_pane,2733
1744,28,33,11,center_pane,2833
1745,29,33,11,center_pane,2933
1746,30,33,11,center_pane,3033
1747,31,33,11,center_pane,3133
1748,32,33,11,center_pane,3233
1749,33,33,11,center_pane,3333
1750,34,33,11,center_pane,3433
1751,35,33,11,center_pane,3533
1752,36,33,1,wall,3633
1753,37,33,11,center_pane,3733
1754,38,33,11,center_pane,3833
1755,39,33,11,center_pane,3933
1756,40,33,11,center_pane,4033
1757,41,33,1,wall,4133
1758,42,33,11,center_pane,4233
1759,43,33,11,center_pane,4333
1760,44,33,11,center_pane,4433
1761,45,33,11,center_pane,4533
1762,46,33,11,center_pane,4633
1763,47,33,11,center_pane,4733
1764,48,33,11,center_pane,4833
1765,49,33,11,center_pane,4933
1766,50,33,1,wall,5033
1767,51,33,1,wall,5133
1768,0,34,1,wall,034
1769,1,34,1,wall,134
1770,2,34,6,yellow,234
1771,3,34,9,rubble,334
1772,4,34,11,center_pane,434
1773,5,34,3,green,534
1774,6,34,11,center_pane,634
1775,7,34,11,center_pane,734
1776,8,34,11,center_pane,834
1777,9,34,2,door,934
1778,10,34,11,center_pane,1034
1779,11,34,11,center_pane,1134
1780,12,34,11,center_pane,1234
1781,13,34,11,center_pane,1334
1782,14,34,1,wall,1434
1783,15,34,11,center_pane,1534
1784,16,34,11,center_pane,1634
1785,17,34,11,center_pane,1734
1786,18,34,11,center_pane,1834
1787,19,34,11,center_pane,1934
1788,20,34,11,center_pane,2034
1789,21,34,11,center_pane,2134
1790,22,34,11,center_pane,2234
1791,23,34,11,center_pane,2334
1792,24,34,11,center_pane,2434
1793,25,34,11,center_pane,2534
1794,26,34,11,center_pane,2634
1795,27,34,11,center_pane,2734
1796,28,34,11,center_pane,2834
1797,29,34,11,center_pane,2934
1798,30,34,11,center_pane,3034
1799,31,34,11,center_pane,3134
1800,32,34,11,center_pane,3234
1801,33,34,11,center_pane,3334
1802,34,34,11,center_pane,3434
1803,35,34,11,center_pane,3534
1804,36,34,1,wall,3634
1805,37,34,11,center_pane,3734
1806,38,34,11,center_pane,3834
1807,39,34,11,center_pane,3934
1808,40,34,11,center_pane,4034
1809,41,34,1,wall,4134
1810,42,34,1,wall,4234
1811,43,34,1,wall,4334
1812,44,34,1,wall,4434
1813,45,34,1,wall,4534
